movieid,year,isEnglish,country,runningtime,genres,avg_rating,num_ratings,is_a_hit,number_actors,actor_quality,director_quality,director_revenue,director_number
2439154,2,T,USA,1,Drama,3.278688524590164,61.0,0,many,high,high,high,single
2439306,4,T,USA,1,Crime,4.1547911547911545,1221.0,1,many,high,high,high,single
2439451,4,T,USA,1,Crime,3.788700564971752,885.0,1,many,high,high,high,single
2439616,4,T,USA,1,Drama,2.1052631578947367,38.0,0,few,low,low,high,single
2439860,3,T,UK,1,Action,3.9641434262948207,502.0,1,few,high,high,high,multiple
2440155,4,T,USA,1,Drama,3.135294117647059,340.0,1,many,low,high,high,single
2440247,4,T,UK,0,Drama,3.909090909090909,22.0,0,few,high,high,low,single
2440300,3,T,USA,1,Comedy,3.324324324324324,37.0,0,few,high,low,low,single
2440730,4,T,USA,1,Documentary,3.814814814814815,27.0,0,few,low,high,low,single
2440732,3,T,UK,1,Horror,3.5027322404371586,183.0,1,few,high,high,high,single
2440733,4,T,USA,1,Other,2.3823529411764706,476.0,1,few,low,low,high,single
2441467,4,T,USA,1,Drama,3.0384615384615383,26.0,0,many,low,high,high,single
2441476,4,T,USA,1,Action,3.683098591549296,284.0,1,many,high,low,high,single
2441559,3,T,USA,0,Horror,2.0,22.0,0,few,low,low,low,multiple
2441791,4,T,USA,0,Other,2.0,1.0,0,few,low,low,low,single
2441957,2,T,USA,0,Crime,3.555555555555556,18.0,0,few,high,high,low,single
2442181,3,T,USA,0,Comedy,3.260869565217391,92.0,0,many,low,low,high,single
2442666,4,T,USA,1,Drama,3.2285714285714286,210.0,1,many,low,high,high,single
2442759,4,T,USA,1,Crime,2.847826086956522,46.0,0,few,low,low,high,single
2442836,4,T,France,1,Crime,4.5,2.0,0,many,high,high,low,single
2443071,4,T,USA,0,Comedy,3.4742268041237114,194.0,1,few,high,low,low,single
2443099,4,T,other,1,Drama,2.9565217391304346,69.0,0,many,high,high,high,single
2443201,3,T,USA,0,Horror,3.25974025974026,231.0,1,few,low,low,high,single
2443214,4,T,UK,1,Comedy,3.631051752921536,599.0,1,many,high,high,high,multiple
2443380,4,T,USA,0,Animation,3.223076923076923,390.0,1,many,high,high,high,multiple
2443403,3,T,UK,1,Other,3.43125,160.0,1,many,low,high,high,single
2443509,4,T,USA,1,Action,4.052058111380146,1652.0,1,many,high,high,high,single
2443522,4,T,USA,1,Action,3.2777777777777777,18.0,0,many,low,low,high,single
2443624,4,T,USA,1,Documentary,3.848722986247544,509.0,1,many,high,high,high,single
2443655,3,T,USA,1,Drama,4.24,450.0,1,few,high,high,low,single
2443779,4,T,USA,1,Drama,3.800788954635109,507.0,1,many,high,high,high,single
2443864,3,T,USA,1,Documentary,3.392857142857143,28.0,0,many,low,high,high,single
2444103,4,T,USA,1,Comedy,3.810810810810811,74.0,0,many,low,high,low,single
2444128,4,T,USA,1,Drama,2.206896551724138,29.0,0,few,low,low,high,single
2444223,3,T,other,0,Adventure,3.340659340659341,91.0,0,few,high,high,low,single
2444273,4,T,USA,0,Comedy,3.494117647058824,85.0,0,few,low,low,low,single
2444351,4,T,USA,1,Adventure,3.212885154061625,357.0,1,few,low,high,high,single
2444539,4,T,USA,1,Comedy,2.685714285714285,35.0,0,few,low,low,high,single
2444638,4,T,UK,1,Crime,,,0,many,low,low,low,single
2444642,3,T,USA,1,Horror,4.0,23.0,0,few,high,high,low,single
2444704,4,T,USA,1,Documentary,4.0588235294117645,884.0,1,many,high,high,high,single
2444722,2,T,USA,1,Comedy,3.574074074074074,54.0,0,few,high,high,low,single
2445189,2,T,USA,0,Drama,3.75,232.0,1,few,high,high,low,single
2445248,3,T,UK,1,Drama,3.9876543209876543,81.0,0,few,high,low,high,single
2445287,4,T,USA,0,Action,4.0474777448071215,674.0,1,few,high,high,high,single
2445390,4,T,USA,1,Action,2.200617283950617,324.0,1,few,low,low,high,multiple
2445527,4,T,USA,1,Action,3.077151335311573,337.0,1,many,low,low,high,single
2445594,3,T,USA,0,Documentary,3.0,3.0,0,few,high,high,low,multiple
2445757,3,T,USA,0,Comedy,3.743455497382199,573.0,1,many,high,low,high,single
2445763,4,T,USA,0,Comedy,2.060606060606061,66.0,0,many,low,low,high,single
2445832,4,T,USA,1,Action,3.163447251114413,673.0,1,many,low,low,high,single
2445853,3,T,USA,0,Action,2.6785714285714284,28.0,0,many,low,low,low,single
2446143,4,T,USA,0,Drama,3.6666666666666665,6.0,0,many,low,low,low,single
2446151,4,T,USA,1,Adventure,3.493506493506493,154.0,1,many,high,high,low,single
2446203,4,T,USA,1,Drama,3.829113924050633,474.0,1,many,high,high,high,single
2446248,4,T,USA,0,Drama,3.0,1.0,0,few,low,low,low,single
2446368,3,T,USA,0,Adventure,3.816265060240964,664.0,1,few,high,high,high,single
2446369,4,T,USA,1,Adventure,3.3640167364016738,239.0,1,few,low,low,high,single
2446421,4,T,USA,1,Drama,2.6052631578947367,114.0,0,many,low,low,high,single
2446494,3,T,USA,1,Action,3.417849898580122,493.0,1,many,high,low,high,single
2446501,4,T,USA,1,Action,2.469902912621359,515.0,1,many,low,low,high,single
2446644,3,T,USA,0,Comedy,3.481967213114754,305.0,1,many,low,low,high,single
2446778,1,T,USA,0,Comedy,3.7903225806451615,62.0,0,few,high,high,low,single
2446782,4,T,USA,1,Comedy,3.2363636363636363,165.0,1,many,low,low,high,single
2446984,3,T,USA,0,Horror,2.25,16.0,0,few,low,low,low,single
2447022,3,T,USA,0,Crime,4.1692307692307695,130.0,1,few,high,high,high,single
2447027,3,T,UK,1,Drama,4.248633879781421,732.0,1,few,high,low,high,single
2447082,3,T,USA,1,Drama,3.5,16.0,0,few,high,high,high,single
2447114,4,T,USA,0,Horror,2.647058823529412,17.0,0,few,low,low,low,multiple
2447163,3,T,USA,1,Drama,3.954301075268817,372.0,1,few,high,high,high,single
2447164,4,T,USA,0,Animation,2.592592592592593,27.0,0,few,low,low,high,single
2447248,3,T,USA,1,Drama,3.333333333333333,48.0,0,few,low,high,high,single
2447823,2,T,USA,0,Comedy,4.193103448275863,145.0,1,few,high,high,low,single
2447864,2,T,UK,1,Comedy,4.185929648241206,199.0,1,few,high,high,low,single
2448078,4,T,UK,1,Drama,3.642857142857143,14.0,0,few,low,low,low,single
2448577,4,T,USA,0,Documentary,4.0,27.0,0,few,high,high,low,single
2448585,4,T,USA,1,Comedy,3.311111111111111,135.0,1,many,low,high,low,single
2448629,3,T,USA,1,Comedy,3.8488372093023258,172.0,1,few,high,high,high,single
2448671,4,T,other,1,Documentary,3.976415094339623,636.0,1,many,high,high,low,single
2448908,4,T,USA,0,Documentary,3.5,2.0,0,few,high,high,low,single
2449148,3,T,USA,1,Drama,3.9717514124293785,354.0,1,many,high,high,low,single
2449330,4,T,France,1,Drama,3.9,10.0,0,few,low,low,low,single
2449449,1,T,USA,0,Drama,3.603305785123967,121.0,0,few,low,low,low,single
2449498,4,T,USA,1,Drama,3.531496062992126,254.0,1,many,high,high,high,single
2449525,4,T,USA,0,Documentary,3.4444444444444446,9.0,0,few,low,low,high,single
2449530,2,T,USA,1,Drama,3.1666666666666665,6.0,0,few,high,high,high,single
2449729,4,T,other,1,Comedy,3.0,1.0,0,many,low,low,low,single
2449747,4,T,USA,1,Action,3.8133333333333335,975.0,1,many,high,high,high,single
2450038,4,T,UK,1,Horror,2.6601626016260163,615.0,1,few,low,low,high,single
2450051,4,T,USA,0,Comedy,2.0,1.0,0,few,low,low,low,single
2450102,4,T,UK,1,Drama,3.4,10.0,0,many,low,low,low,single
2450394,3,T,USA,0,,,,0,few,high,high,high,multiple
2450589,4,T,USA,0,Documentary,,,0,few,high,high,low,single
2450945,4,T,USA,0,Documentary,3.703703703703704,54.0,0,many,high,high,low,single
2451008,2,T,USA,1,Documentary,3.380952380952381,21.0,0,few,high,high,low,single
2451328,4,T,USA,0,Crime,3.679324894514768,474.0,1,many,high,high,high,single
2451386,4,T,USA,0,Documentary,3.75,16.0,0,few,high,high,low,single
2451456,4,T,USA,0,Adventure,3.8608385370205176,1121.0,1,few,high,high,high,multiple
2451832,4,T,USA,0,Animation,3.756521739130435,1035.0,1,many,high,high,high,multiple
2451897,2,T,USA,0,Comedy,3.675324675324675,77.0,0,few,high,high,low,multiple
2451910,4,T,USA,0,Comedy,2.822429906542056,107.0,0,many,low,low,high,single
2451959,3,T,USA,0,Comedy,3.311797752808989,356.0,1,few,low,low,low,multiple
2452304,4,T,USA,1,Drama,,,0,few,low,low,low,single
2452309,1,T,UK,0,,3.523809523809524,21.0,0,many,high,high,high,multiple
2452580,3,T,USA,1,Crime,3.865853658536585,82.0,0,few,high,high,high,single
2452617,4,T,USA,1,Action,3.4838709677419355,434.0,1,many,high,low,high,single
2452719,4,T,USA,1,Drama,3.7411764705882353,85.0,0,many,high,low,high,single
2452768,3,T,USA,1,Action,3.971590909090909,352.0,1,many,high,high,high,multiple
2452910,3,T,USA,1,Adventure,3.333333333333333,438.0,1,many,low,low,high,single
2452938,3,T,USA,0,Comedy,2.8588235294117648,85.0,0,many,low,low,low,multiple
2452983,4,T,USA,1,Drama,2.6923076923076925,26.0,0,many,low,low,high,single
2453256,4,T,France,1,Crime,,,0,few,high,high,low,single
2453314,2,T,USA,1,Drama,3.9098360655737694,122.0,0,few,high,high,high,single
2453333,4,T,USA,1,Action,3.036653386454183,1255.0,1,many,low,high,high,single
2453421,1,T,USA,0,Adventure,3.268595041322314,242.0,1,few,low,low,low,single
2453494,4,T,USA,0,Comedy,2.75,144.0,1,few,low,low,high,single
2453747,2,T,USA,1,Drama,1.0,1.0,0,few,high,high,low,single
2453777,4,T,USA,1,Drama,1.0,1.0,0,many,low,high,low,single
2454098,4,T,other,0,Other,1.8,5.0,0,few,high,high,low,single
2454234,4,T,UK,1,Documentary,3.725848563968668,383.0,1,many,high,high,high,single
2454636,3,T,USA,1,Action,4.560509554140127,628.0,1,few,high,high,low,single
2455724,2,T,USA,1,Crime,4.395973154362416,1043.0,1,few,high,high,low,single
2456019,4,T,USA,0,Action,3.1547619047619047,252.0,1,many,low,low,high,single
2456020,2,T,UK,0,Crime,3.8359375,128.0,1,few,high,high,low,single
2456021,3,T,USA,1,Horror,3.932960893854749,179.0,1,few,high,high,low,single
2456181,3,T,UK,1,Action,4.129032258064516,310.0,1,few,high,high,low,single
2456218,4,T,USA,1,Drama,3.3160377358490565,212.0,1,many,low,high,high,single
2456265,2,T,USA,1,Drama,2.75,4.0,0,few,high,high,low,single
2456292,2,T,USA,1,Action,3.787878787878788,33.0,0,few,high,high,low,single
2456443,2,T,UK,0,Drama,3.0434782608695654,391.0,1,few,low,low,low,multiple
2456555,4,T,other,0,Comedy,3.4,10.0,0,few,low,low,low,single
2456557,3,T,USA,0,Comedy,3.227564102564102,312.0,1,many,low,low,high,single
2456585,2,T,USA,1,Drama,3.755555555555556,90.0,0,few,high,high,low,single
2456586,3,T,UK,1,Action,3.629067245119306,461.0,1,few,high,high,high,single
2456637,3,T,USA,1,Drama,4.333333333333333,765.0,1,few,high,high,high,single
2456741,2,T,UK,1,Drama,,,0,few,low,high,low,single
2456944,2,T,USA,0,Action,3.704761904761905,105.0,0,few,high,high,low,single
2457168,4,T,USA,1,Comedy,3.279050042408821,1179.0,1,many,high,low,high,single
2457188,4,T,USA,1,Action,3.5621181262729125,982.0,1,many,high,high,high,single
2457234,3,T,USA,0,Horror,3.2063492063492065,63.0,0,few,high,low,low,single
2457384,4,T,UK,0,Comedy,3.0,2.0,0,many,low,low,low,single
2457395,4,T,other,1,Comedy,3.018348623853211,109.0,0,many,low,low,low,single
2457441,4,T,USA,0,Comedy,3.294117647058824,17.0,0,few,low,low,low,single
2457464,4,T,USA,1,Action,4.315830115830116,2590.0,1,many,high,high,high,multiple
2458438,4,T,USA,1,Comedy,3.798507462686567,134.0,1,many,high,high,low,single
2458457,4,T,USA,1,Action,2.886426592797784,361.0,1,many,low,low,high,single
2458634,3,T,USA,0,Comedy,3.027027027027027,37.0,0,few,low,low,high,single
2458858,4,T,USA,1,Crime,3.180722891566265,83.0,0,few,low,low,low,single
2458984,4,T,USA,1,Comedy,3.0851063829787235,188.0,1,many,low,low,high,single
2459227,4,T,UK,1,Adventure,3.8951965065502185,229.0,1,few,high,low,high,single
2459369,4,T,USA,0,Action,2.107476635514019,214.0,1,many,low,low,high,single
2459443,3,T,USA,0,Other,2.6206896551724137,58.0,0,few,low,low,low,single
2459538,4,T,USA,0,Comedy,2.892344497607656,418.0,1,many,low,low,high,single
2459856,4,T,USA,1,Crime,3.218390804597701,87.0,0,few,low,high,high,single
2459965,4,T,USA,1,Adventure,3.3583690987124464,466.0,1,few,high,high,high,single
2460167,1,T,UK,0,Drama,,,0,few,low,high,low,single
2460382,2,T,USA,0,Drama,3.537037037037037,162.0,1,few,high,high,low,single
2460383,3,T,UK,0,Adventure,3.247311827956989,93.0,0,few,high,high,low,single
2460384,4,T,USA,1,Action,3.3217477656405165,1007.0,1,few,high,low,high,single
2460402,2,T,USA,0,Horror,3.032258064516129,31.0,0,few,low,low,low,single
2460404,2,T,USA,0,Horror,2.4615384615384617,13.0,0,few,low,low,low,single
2460406,2,T,USA,0,Adventure,2.6666666666666665,33.0,0,few,low,low,low,single
2460410,2,T,USA,0,Action,2.833333333333333,36.0,0,few,low,low,low,single
2460419,4,T,USA,0,Comedy,3.6068702290076335,262.0,1,many,high,high,high,single
2460422,3,T,UK,0,Adventure,3.856182795698925,744.0,1,many,high,high,high,single
2460432,3,T,USA,0,Comedy,3.504398826979472,341.0,1,many,high,high,high,single
2460492,4,T,USA,1,Comedy,2.9554140127388533,157.0,1,many,low,low,high,single
2461007,4,T,USA,0,Comedy,3.0,50.0,0,few,low,low,low,single
2461085,4,T,USA,0,Action,3.0881670533642693,431.0,1,many,high,high,high,single
2461086,4,T,USA,0,Action,3.680635838150289,692.0,1,many,high,high,high,single
2461096,4,T,USA,1,Comedy,2.0,2.0,0,many,low,low,low,single
2461289,3,T,USA,1,Drama,3.832116788321168,548.0,1,many,high,high,high,single
2461385,4,T,other,0,Action,3.5636363636363635,110.0,0,few,high,high,high,single
2461485,4,T,other,1,Action,3.6082603254067593,799.0,1,many,high,high,high,single
2461549,4,T,UK,0,Drama,2.5,2.0,0,few,low,low,low,single
2461598,4,T,USA,1,Action,2.869947275922671,569.0,1,many,low,low,high,single
2461618,3,T,other,0,,3.605150214592274,699.0,1,many,high,high,high,multiple
2461620,4,T,USA,0,Adventure,2.412429378531073,177.0,1,many,low,low,high,single
2461621,4,T,other,1,Adventure,1.9898989898989896,99.0,0,many,low,low,high,single
2461650,4,T,USA,1,Drama,3.692307692307693,13.0,0,many,low,low,low,single
2462106,4,T,USA,1,Action,3.033613445378151,119.0,0,many,low,high,high,single
2462112,4,T,USA,1,Comedy,2.33125,160.0,1,many,low,low,high,single
2462153,4,T,USA,1,Action,1.935483870967742,155.0,1,many,low,low,high,single
2462177,4,T,USA,1,Other,,,0,many,high,high,low,single
2462304,4,T,USA,0,Other,2.6382978723404253,47.0,0,many,low,low,low,single
2462408,3,T,USA,1,Crime,,,0,few,low,low,low,single
2462515,4,T,USA,0,Animation,3.717871485943775,996.0,1,many,high,high,high,single
2462595,4,T,other,1,Other,2.8758389261744965,298.0,1,few,high,high,high,single
2462958,3,T,USA,1,Comedy,3.1486486486486487,222.0,1,few,high,high,low,single
2462959,4,T,USA,0,Comedy,2.9957805907172994,948.0,1,many,low,low,high,single
2463037,4,T,USA,1,Comedy,3.1943127962085307,211.0,1,many,low,high,high,single
2463128,3,T,USA,1,Comedy,4.033419023136247,389.0,1,few,high,high,high,single
2463129,4,T,USA,1,Adventure,2.6875,64.0,0,many,low,low,high,single
2463153,3,T,UK,1,Documentary,3.6666666666666665,78.0,0,few,high,low,low,single
2463462,3,T,USA,0,Adventure,3.7786259541984735,131.0,1,few,high,high,low,multiple
2463620,4,T,USA,1,Action,2.0277777777777777,72.0,0,few,low,low,high,single
2463622,3,T,USA,1,Action,3.540178571428572,224.0,1,few,high,high,low,single
2463624,3,T,USA,1,Horror,3.6234718826405854,409.0,1,few,high,high,high,single
2463946,4,T,UK,0,Comedy,3.1875,16.0,0,few,low,low,low,single
2463959,4,T,USA,1,Comedy,3.692434210526316,608.0,1,few,low,low,low,single
2464197,4,T,USA,1,Comedy,3.2312925170068025,147.0,1,few,low,low,high,single
2464545,4,T,USA,1,Comedy,3.3435582822085887,163.0,1,many,low,low,high,single
2464635,4,T,USA,0,Comedy,2.6683417085427137,199.0,1,many,low,low,high,single
2464684,2,T,USA,1,Comedy,3.260869565217391,23.0,0,few,high,high,low,multiple
2464699,3,T,USA,1,Action,4.043835616438356,365.0,1,many,high,high,high,single
2464777,3,T,USA,1,Crime,3.6875,256.0,1,few,high,high,high,single
2464994,4,T,USA,1,Adventure,2.703703703703704,135.0,1,few,low,low,high,multiple
2465091,3,T,USA,1,Comedy,3.5223880597014925,67.0,0,few,high,high,low,multiple
2465142,4,T,USA,1,Comedy,2.4050632911392404,79.0,0,few,low,low,low,single
2465145,2,T,USA,0,Comedy,4.288461538461538,104.0,0,few,high,high,low,single
2465208,4,T,USA,1,Comedy,3.179245283018868,212.0,1,many,low,high,high,single
2465224,3,T,USA,1,Comedy,3.837370242214533,289.0,1,few,high,low,low,single
2465279,2,T,USA,1,Crime,3.4,20.0,0,few,high,high,low,single
2465320,3,T,USA,1,Comedy,3.565891472868217,258.0,1,few,high,high,high,single
2465321,4,T,USA,1,Adventure,3.283582089552239,268.0,1,many,low,low,high,single
2465773,4,T,other,1,Action,3.7451612903225806,1240.0,1,many,high,low,high,single
2465823,1,T,USA,0,,4.198717948717949,156.0,1,many,high,high,high,multiple
2465893,4,T,USA,1,Action,3.093670886075949,395.0,1,many,low,low,high,single
2465999,4,T,USA,1,Crime,3.27456647398844,346.0,1,many,low,high,high,single
2466152,4,T,USA,1,Documentary,3.583333333333333,456.0,1,many,high,high,high,single
2466194,4,T,USA,1,Comedy,3.095238095238096,42.0,0,many,low,low,low,single
2466403,4,T,USA,1,Action,3.351431391905232,1013.0,1,many,low,high,high,single
2466489,2,T,USA,1,Documentary,3.4,25.0,0,few,high,low,low,single
2466584,4,T,USA,0,Comedy,2.359375,64.0,0,many,low,low,low,single
2466643,4,T,other,1,Action,2.7886178861788617,123.0,0,many,low,low,high,single
2466743,1,T,USA,1,Horror,3.7232142857142856,112.0,0,few,high,high,low,multiple
2466782,2,T,USA,1,Comedy,4.300687285223368,582.0,1,few,high,high,high,single
2466916,4,T,other,1,Drama,3.674342105263158,608.0,1,many,high,low,high,single
2467141,4,T,other,1,Drama,3.4782608695652173,138.0,1,many,low,high,low,single
2467591,4,T,USA,1,Comedy,3.962283384301733,981.0,1,many,high,high,high,single
2467606,4,T,USA,1,Comedy,2.6666666666666665,33.0,0,many,low,low,high,single
2467655,1,T,UK,0,Comedy,,,0,few,low,high,low,single
2467993,4,T,France,1,Comedy,2.6666666666666665,33.0,0,few,low,low,low,single
2468093,3,T,USA,1,Action,3.736842105263158,95.0,0,many,high,low,low,single
2468205,4,T,UK,1,Drama,2.7674418604651163,43.0,0,few,low,low,high,single
2468209,3,T,USA,1,Action,3.454983922829582,622.0,1,few,high,low,low,multiple
2468262,1,T,UK,0,Crime,4.093812375249501,501.0,1,many,high,low,low,single
2468266,4,T,USA,1,Action,2.7737226277372264,137.0,1,many,low,high,high,single
2468270,3,T,USA,1,Crime,3.470967741935484,155.0,1,many,low,high,high,single
2468555,4,T,USA,1,Comedy,2.9732142857142856,112.0,0,many,low,low,high,single
2468663,4,T,USA,1,Action,3.302788844621514,251.0,1,many,low,low,high,single
2469053,4,T,USA,1,Adventure,3.5716753022452505,579.0,1,few,high,high,high,multiple
2469075,4,T,USA,1,Drama,3.155763239875389,321.0,1,many,low,low,high,single
2469104,4,T,USA,1,Adventure,4.303841173931809,2317.0,1,few,high,high,high,single
2469496,3,T,USA,0,Comedy,4.144376899696049,658.0,1,few,high,high,high,single
2469602,4,T,USA,1,Action,3.1052631578947367,152.0,1,many,low,low,high,single
2469755,4,T,USA,1,Other,3.221052631578947,190.0,1,few,low,low,high,single
2469815,4,T,USA,1,Drama,2.0,1.0,0,few,low,low,high,single
2469819,4,T,France,1,Drama,,,0,many,low,low,low,single
2470056,4,T,USA,1,Horror,2.8715083798882683,179.0,1,many,low,low,high,single
2470130,4,T,USA,0,Comedy,3.5991649269311066,479.0,1,many,high,high,high,single
2470287,4,T,other,1,Drama,,,0,few,high,high,low,single
2470444,4,T,USA,0,Action,2.3095238095238093,42.0,0,many,low,low,high,single
2470520,4,T,USA,1,Action,2.976076555023924,418.0,1,many,low,high,high,single
2470557,2,T,USA,1,Comedy,4.053097345132743,226.0,1,few,high,high,low,single
2470575,4,T,other,0,Drama,3.142857142857143,7.0,0,few,high,high,low,single
2470769,4,T,USA,1,Horror,2.2285714285714286,105.0,0,many,low,low,high,single
2470910,4,T,USA,1,Crime,3.5700934579439254,321.0,1,many,high,high,high,single
2471102,4,T,USA,1,Drama,3.3175675675675675,148.0,1,few,low,low,low,single
2471175,3,T,USA,0,Comedy,3.182926829268293,82.0,0,few,high,low,low,single
2471217,3,T,USA,1,Drama,3.3376623376623376,77.0,0,many,low,low,high,single
2471265,4,T,USA,1,Comedy,3.083333333333333,24.0,0,many,low,high,low,single
2472087,4,T,USA,0,Comedy,3.531791907514451,346.0,1,many,high,high,high,single
2472244,4,T,USA,1,Horror,2.827004219409283,237.0,1,many,low,low,high,single
2472260,3,T,USA,1,Comedy,3.1818181818181817,11.0,0,few,high,high,low,single
2472292,4,T,UK,1,Drama,3.917777777777778,450.0,1,many,high,high,high,single
2472391,4,T,USA,1,Action,3.1379310344827585,319.0,1,many,low,low,high,single
2472393,4,T,USA,1,Comedy,3.103734439834025,241.0,1,many,low,low,high,single
2472465,3,T,USA,0,Adventure,3.4738955823293174,249.0,1,few,high,high,high,multiple
2472467,4,T,USA,0,Adventure,3.196652719665272,239.0,1,few,high,high,high,multiple
2472800,3,T,UK,1,Comedy,3.779220779220779,385.0,1,few,high,high,high,single
2472807,4,T,USA,0,Comedy,1.8333333333333333,54.0,0,many,low,low,low,single
2473007,4,T,USA,0,Horror,2.6,20.0,0,few,low,low,low,single
2473215,3,T,USA,1,Adventure,4.08,750.0,1,many,high,high,high,single
2473304,2,T,USA,0,Drama,3.0,1.0,0,few,high,low,low,single
2473585,3,T,USA,1,Drama,3.21875,64.0,0,many,low,high,high,single
2473638,4,T,USA,1,Action,3.2457142857142856,350.0,1,few,high,high,high,single
2473798,4,T,USA,0,Adventure,3.011904761904762,168.0,1,few,high,high,high,multiple
2473917,4,T,USA,1,Comedy,2.4563758389261743,149.0,1,many,low,high,high,single
2474020,4,T,USA,1,Action,3.723134328358209,1340.0,1,many,high,high,high,single
2474065,4,T,USA,1,Action,3.108695652173913,736.0,1,many,low,low,high,single
2474100,3,T,UK,1,Comedy,3.291159772911598,1233.0,1,few,high,high,high,single
2474705,4,T,USA,0,Adventure,2.780141843971631,141.0,1,many,low,low,high,multiple
2474742,3,T,UK,1,Comedy,3.90625,96.0,0,few,high,low,high,single
2474783,4,T,other,1,Drama,3.5,2.0,0,few,low,high,low,single
2474888,4,T,USA,1,Action,3.198630136986301,730.0,1,many,high,low,high,single
2475103,4,T,other,0,Comedy,,,0,few,high,low,high,single
2475166,4,T,USA,1,Action,3.197158081705151,563.0,1,many,low,low,high,single
2475195,4,T,USA,1,Drama,3.1904761904761907,21.0,0,many,high,high,low,single
2475387,3,T,USA,1,Drama,3.242424242424242,33.0,0,few,high,high,low,single
2475423,4,T,USA,1,Comedy,3.1918876755070205,641.0,1,many,low,low,high,single
2475442,1,T,USA,0,Comedy,,,0,few,low,low,low,multiple
2475680,1,T,USA,1,Drama,3.2432432432432434,37.0,0,few,high,high,low,single
2475682,4,T,USA,1,Drama,2.466666666666667,75.0,0,many,low,low,high,single
2475939,4,T,USA,1,Comedy,2.514705882352941,68.0,0,many,low,low,high,single
2476119,3,T,other,1,Action,3.8125,16.0,0,many,high,low,low,single
2476201,4,T,USA,0,Comedy,2.4,5.0,0,many,low,low,low,single
2476233,3,T,USA,1,Action,4.085714285714285,245.0,1,few,high,high,low,single
2476335,4,T,USA,0,Adventure,1.6666666666666667,6.0,0,few,low,low,low,single
2476415,4,T,UK,0,Adventure,2.8,25.0,0,few,high,high,low,single
2476422,4,T,UK,0,Drama,3.0,5.0,0,few,high,low,low,single
2476484,4,T,USA,1,Drama,3.769230769230769,338.0,1,few,high,high,high,single
2476743,3,T,USA,0,Animation,3.850948509485095,369.0,1,few,high,high,high,single
2476750,4,T,USA,1,Drama,3.85,300.0,1,few,high,high,low,single
2477259,4,T,USA,1,Drama,3.1028571428571428,175.0,1,many,low,low,high,single
2477403,4,T,USA,1,Action,2.733990147783252,203.0,1,many,low,low,high,single
2477524,3,T,USA,0,Comedy,2.9734513274336285,113.0,0,many,low,low,high,single
2477525,3,T,USA,1,Comedy,3.217948717948718,156.0,1,few,high,high,low,single
2477653,4,T,USA,1,Crime,4.554357592093441,2226.0,1,many,high,high,high,single
2477732,4,T,UK,1,Adventure,2.918032786885246,61.0,0,few,high,high,low,single
2477894,3,T,UK,1,Horror,4.104875804967802,1087.0,1,few,high,high,high,single
2477986,4,T,USA,1,Action,2.9,10.0,0,few,low,low,high,single
2478017,2,T,USA,1,Comedy,4.038834951456311,206.0,1,few,high,high,low,single
2478105,4,T,USA,0,Documentary,3.0,2.0,0,few,low,low,high,single
2478286,4,T,USA,1,Action,3.1243523316062176,386.0,1,many,low,high,high,single
2478414,4,T,USA,1,Crime,4.351571594877765,2577.0,1,many,high,high,high,single
2479024,4,T,USA,1,Comedy,2.473684210526316,19.0,0,many,low,low,high,single
2479029,4,T,USA,1,Drama,4.406021155410903,2458.0,1,many,high,high,high,single
2479085,2,T,UK,0,Drama,,,0,few,low,high,low,single
2479134,4,T,USA,1,Crime,2.728476821192053,302.0,1,many,low,low,high,single
2479393,3,T,UK,1,Adventure,3.633333333333333,30.0,0,many,low,high,low,single
2479418,3,T,USA,0,Comedy,1.9259259259259256,27.0,0,few,low,low,low,single
2479771,2,T,USA,1,Adventure,3.2,5.0,0,few,high,high,low,multiple
2479989,1,T,USA,0,Adventure,3.571428571428572,14.0,0,few,high,high,low,single
2480294,3,T,USA,1,Documentary,3.931972789115646,882.0,1,few,high,high,high,single
2480359,1,T,USA,0,Drama,3.655172413793104,29.0,0,few,low,low,low,single
2480499,4,T,USA,1,Drama,3.939148073022313,493.0,1,many,high,high,high,single
2480572,4,T,other,1,Action,2.65359477124183,153.0,1,many,low,low,high,single
2480579,4,T,USA,0,Action,3.875,8.0,0,many,low,low,low,single
2480764,2,T,USA,0,Other,4.046511627906977,43.0,0,few,high,high,low,single
2480924,4,T,USA,1,Drama,3.435897435897436,156.0,1,few,high,high,high,single
2481073,3,T,UK,1,Action,3.605749486652977,487.0,1,many,high,high,high,single
2481424,4,T,USA,1,Drama,3.0588235294117645,17.0,0,many,low,low,low,single
2481584,3,T,USA,1,Horror,3.306666666666666,300.0,1,few,high,high,low,single
2481636,4,T,USA,0,Other,3.5,4.0,0,few,low,low,low,single
2481665,3,T,USA,1,Comedy,4.320305052430887,1049.0,1,few,high,high,high,single
2482169,4,T,USA,0,Comedy,2.817857142857143,280.0,1,many,low,high,high,single
2482282,4,T,France,1,Documentary,4.05607476635514,428.0,1,many,high,high,high,single
2482401,4,T,USA,0,Horror,4.0,2.0,0,few,high,high,low,single
2482834,4,T,UK,0,Adventure,2.0,55.0,0,many,low,low,high,single
2482876,4,T,USA,1,Drama,3.8333333333333335,6.0,0,many,low,low,low,single
2482887,4,T,USA,1,Action,2.645390070921986,141.0,1,many,low,low,high,single
2482925,4,T,USA,0,Comedy,1.6666666666666667,6.0,0,many,low,low,low,single
